# Jakob2019 polynomial coefficient LUT
# Resolution: 16x16x16
# Format: c0,c1,c2 (3 polynomial coefficients per RGB grid point)
# Index mapping: index = r*256 + g*16 + b
# where r,g,b are in [0, 15]
# Polynomial evaluation: U = c0*wl^2 + c1*wl + c2; R = 0.5 + U/(2*sqrt(1+U^2))
# Wavelengths: 360-780nm at 5nm intervals (85 samples)
-0.0000133011,-0.0444883064,-90.9238127924
-0.0010354952,0.9252033324,-208.3382416967
-0.0007163726,0.6388169009,-143.4091915420
-0.0005749990,0.5115554551,-114.4305322083
-0.0004952139,0.4393958607,-97.8962213818
-0.0004420044,0.3908204332,-86.6482452715
-0.0003984878,0.3508468340,-77.3283484230
-0.0003650376,0.3196688230,-69.9397421382
-0.0003377676,0.2938908153,-63.7368411591
-0.0003085465,0.2658014595,-56.8815993549
-0.0002761476,0.2339473530,-48.9638172435
-0.0002373934,0.1954115719,-39.3025672344
-0.0001812148,0.1385562283,-24.8611429571
-0.0000972771,0.0525622658,-2.8066035283
0.0000294706,-0.0789035762,31.2602954687
0.0002463127,-0.3087148311,91.9566359492
-0.0008415182,0.9134781558,-249.4843818358
-0.0001509907,0.1498599059,-38.7931876765
-0.0000892975,0.0809484092,-19.5109705174
-0.0000689283,0.0577125084,-12.8152200869
-0.0000612788,0.0481919741,-9.8504360096
-0.0000561302,0.0417042451,-7.8018296269
-0.0000543410,0.0385946099,-6.6122774274
-0.0000481577,0.0314126866,-4.4914407313
-0.0000432651,0.0253303543,-2.6094278975
-0.0000370575,0.0177554501,-0.3134885098
-0.0000249764,0.0041654961,3.5130071419
-0.0000074021,-0.0150025449,8.7577336375
0.0000199440,-0.0446439106,16.7926069047
0.0000593524,-0.0873097710,28.3288359110
0.0001171628,-0.1501763463,45.3749922794
0.0002123567,-0.2552705361,74.2362925850
-0.0006066874,0.6584243545,-179.5699188156
-0.0001823944,0.1893522876,-50.1854479477
-0.0001122292,0.1114033998,-28.5842263941
-0.0000810242,0.0766424395,-18.8814601697
-0.0000642710,0.0576843861,-13.5077976601
-0.0000535218,0.0453000430,-9.9405770279
-0.0000450656,0.0355294464,-7.1073536384
-0.0000374645,0.0266395563,-4.5105817669
-0.0000298857,0.0178375636,-1.9552814819
