0.00000000,1.59828749,1.70927566,1.70022940,1.69600751,1.69332384,1.69141293,1.68994068,1.68874233,1.68773504,
1.68692368,1.68619215,1.68553650,1.68498237,1.68445650,1.68400131,1.68357215,1.68318572,1.68282505,1.68249343,
1.68218289,1.68189566,1.68162306,1.68137204,1.68112911,1.68090797,1.68068899,1.68049273,1.68029647,1.68011824,
1.67994278,1.67977833,1.67962051,1.67946828,1.67932536,1.67918413,1.67905392,1.67892370,1.67880343,1.67868410,
1.67857161,1.67846166,1.67835653,1.67825469,1.67815646,1.67806152,1.67796983,1.67788101,1.67779538,1.67771170,
1.67763176,1.67755310,1.67747797,1.67740454,1.67733286,1.67726404,1.67719688,1.67713154,1.67706807,1.67700628,
1.67694617,1.67688755,1.67683045,1.67677414,1.37713404,1.52025257,1.58870054,1.61771799,1.63136206,1.63886748,
1.64355647,1.64670739,1.64898655,1.65065315,1.65209649,1.65317772,1.65403219,1.65480456,1.65544355,1.65597917,
1.65641163,1.65689898,1.65728328,1.65759936,1.65784995,1.65805746,1.65838192,1.65866944,1.65889977,1.65911463,
1.65927579,1.65943846,1.65955481,1.65967245,1.65975950,1.65983908,1.65997963,1.66017632,1.66036207,1.66052161,
1.66067779,1.66080790,1.66093772,1.66104767,1.66115351,1.66124648,1.66133338,1.66141177,1.66148373,1.66154946,
1.66160961,1.66166417,1.66171493,1.66175956,1.66180270,1.66183926,1.66187527,1.66190686,1.66193460,1.66196140,
1.66198515,1.66200635,1.66202540,1.66204248,1.66205762,1.66207093,1.66208248,1.66209126,1.38011069,1.47046892,
1.52940723,1.56530493,1.58736616,1.60132032,1.61063038,1.61719595,1.62204383,1.62573384,1.62874146,1.63114330,
1.63311864,1.63483333,1.63623858,1.63754180,1.63862544,1.63963006,1.64047090,1.64130245,1.64201420,1.64263551,
1.64327365,1.64384498,1.64433589,1.64478806,1.64524841,1.64570434,1.64609401,1.64646442,1.64678787,1.64708799,
1.64740544,1.64773767,1.64804983,1.64832829,1.64859759,1.64883532,1.64906688,1.64927384,1.64947186,1.64965283,
1.64982369,1.65006444,1.65029145,1.65050538,1.65070736,1.65089780,1.65107878,1.65124841,1.65141160,1.65156361,
1.65171056,1.65184903,1.65197980,1.65210591,1.65222549,1.65233920,1.65244762,1.65255118,1.65265000,1.65274425,
1.65283429,1.65291893,1.38127814,1.45190994,1.50031800,1.53380676,1.55747521,1.57419825,1.58617145,1.59496510,
1.60163330,1.60681078,1.61099855,1.61440981,1.61724367,1.61968562,1.62175141,1.62358064,1.62516725,1.62658967,
1.62787378,1.62901036,1.63007224,1.63100730,1.63190727,1.63271541,1.63345372,1.63417945,1.63481404,1.63541051,
1.63600558,1.63656594,1.63706700,1.63753286,1.63799505,1.63845311,1.63888358,1.63927395,1.63964866,1.63998656,
1.64032617,1.64068729,1.64103160,1.64135179,1.64165523,1.64194039,1.64220999,1.64246488,1.64270629,1.64293480,
1.64319719,1.64345956,1.64371176,1.64394940,1.64417866,1.64439641,1.64460364,1.64480349,1.64499420,1.64517666,
1.64535164,1.64551958,1.64568078,1.64583548,1.64598405,1.64612532,1.38205300,1.44197131,1.48331641,1.51345083,
1.53632425,1.55371595,1.56691623,1.57704033,1.58493592,1.59119425,1.59628693,1.60048300,1.60399685,1.60702669,
1.60960490,1.61189396,1.61389589,1.61568528,1.61728081,1.61874426,1.62006707,1.62126331,1.62238799,1.62340576,
1.62436743,1.62524862,1.62607956,1.62686839,1.62756924,1.62828819,1.62893778,1.62954226,1.63012876,1.63069800,
1.63123293,1.63172245,1.63219065,1.63267196,1.63313366,1.63355975,1.63396585,1.63434538,1.63470564,1.63509587,
1.63546574,1.63581649,1.63614963,1.63646602,1.63676808,1.63705442,1.63732985,1.63761852,1.63791526,1.63819805,
1.63846803,1.63872833,1.63897751,1.63921644,1.63944598,1.63966675,1.63987902,1.64008316,1.64027950,1.64046657,
1.38267558,1.43579384,1.47226701,1.49945859,1.52091062,1.53797284,1.55152430,1.56229417,1.57093311,1.57792715,
1.58367744,1.58847676,1.59253225,1.59602286,1.59903945,1.60169063,1.60404059,1.60614111,1.60802594,1.60973583,
1.61128947,1.61270961,1.61403009,1.61524962,1.61636530,1.61743152,1.61839563,1.61933554,1.62019150,1.62101218,
1.62179089,1.62251587,1.62321171,1.62388031,1.62450868,1.62508709,1.62568620,1.62623776,1.62676583,1.62725564,
1.62775058,1.62823136,1.62868794,1.62911963,1.62952947,1.62991879,1.63033108,1.63072330,1.63109801,1.63145410,
1.63179646,1.63212136,1.63243460,1.63275343,1.63307773,1.63339042,1.63369020,1.63397806,1.63425484,1.63452122,
1.63477754,1.63502424,1.63526168,1.63548815,1.38321610,1.43156202,1.46451888,1.48931790,1.50931929,1.52567961,
1.53908310,1.55005460,1.55907003,1.56651709,1.57270894,1.57794631,1.58241418,1.58626796,1.58962510,1.59259446,
1.59522455,1.59758082,1.59969892,1.60163090,1.60338988,1.60500357,1.60649521,1.60788179,1.60915524,1.61035305,
1.61146889,1.61251541,1.61350791,1.61443484,1.61532425,1.61615605,1.61694964,1.61770804,1.61842076,1.61910694,
1.61977535,1.62039306,1.62099212,1.62158225,1.62214409,1.62267226,1.62317417,1.62368815,1.62417653,1.62464084,
1.62508294,1.62550398,1.62593419,1.62635262,1.62675480,1.62713724,1.62750581,1.62785809,1.62819529,1.62855519,
1.62890043,1.62923217,1.62955135,1.62985866,1.63015459,1.63043963,1.63071418,1.63097620,1.38370839,1.42852989,
1.45880112,1.48168436,1.50035644,1.51591628,1.52893425,1.53982344,1.54895834,1.55664047,1.56310012,1.56863140,
1.57339792,1.57752898,1.58116061,1.58437166,1.58723264,1.58980040,1.59212911,1.59424254,1.59617304,1.59795125,
1.59959176,1.60112041,1.60253474,1.60386314,1.60508586,1.60626459,1.60735162,1.60839093,1.60936862,1.61029630,
1.61117829,1.61201826,1.61281090,1.61358199,1.61431494,1.61500415,1.61569070,1.61633161,1.61694184,1.61754944,
1.61813018,1.61868066,1.61920421,1.61973340,1.62024095,1.62072480,1.62118755,1.62162865,1.62208507,1.62251981,
1.62293857,1.62333938,1.62372363,1.62409446,1.62447709,1.62484867,1.62520639,1.62555098,1.62588309,1.62620334,
1.62651195,1.62680662,1.38417018,1.42623182,1.45442617,1.47574931,1.49326501,1.50803027,1.52056745,1.53122524,
1.54029127,1.54804979,1.55464369,1.56035339,1.56531692,1.56964877,1.57347679,1.57688177,1.57992827,1.58267422,
1.58515948,1.58743669,1.58951641,1.59143178,1.59320571,1.59485579,1.59638358,1.59782725,1.59916805,1.60043984,
1.60161757,1.60275748,1.60381823,1.60483236,1.60579446,1.60670868,1.60758332,1.60841778,1.60921042,1.60998287,
1.61071952,1.61141711,1.61210671,1.61275744,1.61337652,1.61399585,1.61458523,1.61514682,1.61568816,1.61622919,
1.61674681,1.61724087,1.61771600,1.61818666,1.61865104,1.61909602,1.61952308,1.61993512,1.62033147,1.62073927,
1.62113209,1.62151082,1.62187608,1.62222843,1.62256819,1.62289238,1.38461063,1.42449978,1.45100972,1.47104184,
1.48755600,1.50157859,1.51360571,1.52395036,1.53285753,1.54054199,1.54716569,1.55296446,1.55805030,1.56250854,
1.56648428,1.57002398,1.57321475,1.57609839,1.57872325,1.58112143,1.58332896,1.58536119,1.58725058,1.58900934,
1.59064373,1.59218089,1.59361195,1.59496836,1.59624567,1.59746077,1.59859829,1.59969026,1.60072458,1.60170630,
1.60265212,1.60354500,1.60441136,1.60523374,1.60602396,1.60679045,1.60751999,1.60822466,1.60891001,1.60956117,
1.61019258,1.61081187,1.61140297,1.61196760,1.61252851,1.61307097,1.61359241,1.61409084,1.61458278,1.61506824,
1.61553443,1.61598416,1.61641688,1.61684091,1.61726620,1.61767646,1.61807232,1.61845415,1.61882220,1.61917269,
1.38502946,1.42299963,1.44815952,1.46712683,1.48277188,1.49611333,1.50763873,1.51763796,1.52632893,1.53390396,
1.54052618,1.54634359,1.55148711,1.55601734,1.56008393,1.56372225,1.56702022,1.57000598,1.57273482,1.57524041,
1.57754963,1.57967991,1.58166558,1.58351477,1.58523713,1.58685874,1.58837466,1.58981488,1.59116419,1.59244882,
1.59365601,1.59481805,1.59591737,1.59695994,1.59796865,1.59891442,1.59984401,1.60071217,1.60156841,1.60237430,
1.60316000,1.60391384,1.60463120,1.60534110,1.60601746,1.60666224,1.60730474,1.60791845,1.60850601,1.60908131,
1.60964603,1.61018591,1.61070576,1.61121661,1.61171933,1.61220422,1.61267065,1.61311974,1.61356944,1.61400942,
1.61443390,1.61484316,1.61523743,1.61561191,1.38543976,1.42186387,1.44586798,1.46391521,1.47880770,1.49153307,
1.50257731,1.51222258,1.52066662,1.52808107,1.53461324,1.54039005,1.54554169,1.55009988,1.55422328,1.55792188,
1.56128968,1.56435374,1.56716438,1.56974810,1.57213576,1.57434647,1.57641119,1.57833446,1.58013342,1.58183043,
1.58341794,1.58492557,1.58634010,1.58768815,1.58896301,1.59018307,1.59134083,1.59243777,1.59350266,1.59450733,
