0.00000000,-447.08557875,-317.86624889,-259.85265869,-225.35778977,-201.73956101,-184.42433909,-170.97169992,-160.02851146,-150.87517204,
-143.58551386,-137.05720050,-131.25253788,-126.40884228,-121.83036526,-117.91196115,-114.23127357,-110.94082309,-107.87957278,-105.07680395,
-102.45487353,-100.03295132,-97.73145169,-95.60739168,-93.54610187,-91.65403196,-89.77743357,-88.06364063,-86.34984768,-84.75139716,
-83.17068311,-81.64836598,-80.16113287,-78.69532675,-77.26518531,-75.83793680,-74.42950140,-73.02106599,-71.59910259,-70.17585358,
-68.71259566,-67.23449702,-65.69616233,-64.11694735,-62.45537094,-60.71932706,-58.86370600,-56.90205291,-54.74722314,-52.47471893,
-49.86690294,-47.12546598,-43.90557261,-40.35071057,-36.44669455,-31.78045453,-26.49561853,-20.45283475,-13.44602420,-5.24185845,
4.39288264,15.81216084,29.54565087,46.17744446,-346.22733784,-84.60319828,-50.11661918,-39.42331346,-35.43345382,-34.02701524,
-33.79184268,-34.00816720,-34.54502081,-35.05084650,-35.86849895,-36.48746216,-36.99116190,-37.52103914,-38.04723804,-38.35363735,
-38.56007915,-39.05285008,-39.31506973,-39.41801172,-39.37622955,-39.23444471,-39.50047526,-39.64942662,-39.66130370,-39.60081935,
-39.42549530,-39.20422392,-38.89112871,-38.53092876,-38.10451268,-37.62290803,-37.27828038,-37.04689035,-36.73945095,-36.36422843,
-35.90008889,-35.38486900,-34.76155807,-34.09021544,-33.30594302,-32.45866101,-31.49437283,-30.44235558,-29.26351291,-27.96854597,
-26.52088574,-24.93533166,-23.14019312,-21.20756213,-18.95708394,-16.56809598,-13.76455990,-10.67607695,-7.29056771,-3.30562270,
1.16292455,6.21370718,11.99008182,18.65171546,26.35679300,35.34617389,45.97975533,58.64791107,-330.16369284,-99.38477276,
-60.35489764,-44.16813521,-35.71247990,-30.77246759,-27.73331239,-25.79509558,-24.53346516,-23.67584802,-23.22759109,-22.90730888,
-22.70085489,-22.63417803,-22.52768669,-22.60755900,-22.59185591,-22.67490175,-22.62337918,-22.75731786,-22.76593576,-22.68207399,
